id	instruction_en	instruction_my	response_en	response_my	category	source	guideline_version	notes
TB-ABB-004	What is Bedaquiline (Bdq) and what is it used for?	Bedaquiline (Bdq) ဆိုသည်မှာ အဘယ်နည်းနှင့် မည်သည့်ရည်ရွယ်ချက်ဖြင့် သုံးသနည်း။	Bedaquiline (Bdq) is a newer anti-tuberculosis medication specifically developed for treating drug-resistant TB, particularly MDR-TB and XDR-TB cases.	Bedaquiline (Bdq) သည် ဘီဒါကွီလင်း တီဘီဆေးအသစ်ဖြစ်ပြီး အထူးသဖြင့် ဆေးယဉ်ပါးတီဘီ MDR-TB နှင့် XDR-TB ရောဂါများကို ကုသရန်အတွက် အထူးတီထွင်ထားသော ဆေးဖြစ်ပါသည်။	Drug-resistant TB (MDR-TB)	Myanmar NTP	2017	Novel TB drug approved by WHO
TB-ABB-005	What does CA stand for in adverse event management?	ဆိုးကျိုးဖြစ်စဉ်စီမံခန့်ခွဲမှုတွင် CA ဆိုသည်မှာ အဘယ်နည်း။	CA stands for Causality Assessment, which is the systematic evaluation process to determine whether an adverse event was caused by the TB medication or other factors.	CA ဆိုသည်မှာ Causality Assessment ဖြစ်ပြီး ဆိုးကျိုးဖြစ်ရပ်တစ်ခုသည် တီဘီဆေးကြောင့် ဖြစ်ပွားခြင်းလား သို့မဟုတ် အခြားအကြောင်းရင်းများကြောင့် ဖြစ်ပွားခြင်းလား ဆုံးဖြတ်ရန် စနစ်တကျ အကဲဖြတ်သည့် လုပ်ငန်းစဉ်ဖြစ်ပါသည်။	Drug management	Myanmar NTP	2017	Essential for pharmacovigilance
TB-ABB-006	Describe Clofazimine (Cfz) and its role in TB treatment.	Clofazimine (Cfz) နှင့် တီဘီကုသမှုတွင် ၎င်း၏ အခန်းကဏ္ဍကို ဖော်ပြပါ။	Clofazimine (Cfz) is a medication originally used for leprosy treatment, now repurposed as a second-line drug for treating drug-resistant tuberculosis, particularly MDR-TB.	Clofazimine (Cfz) သည် ကလိုဖက်ဇမင်းဟု ခေါ်ဆိုပြီး ယခင်က အနာကြီးရောဂါကုသဆေးအဖြစ် သုံးစွဲခဲ့သော်လည်း ယခုအခါ ဆေးယဉ်ပါးတီဘီ အထူးသဖြင့် MDR-TB ကုသရန်အတွက် ဒုတိယတန်းဆေးအဖြစ် အသုံးပြုလျက်ရှိပါသည်။	Drug-resistant TB (MDR-TB)	Myanmar NTP	2017	Repurposed from leprosy treatment
TB-ABB-007	What is Delamanid (Dlm) used for in tuberculosis care?	တီဘီစောင့်ရှောက်မှုတွင် Delamanid (Dlm) ကို မည်သို့အသုံးပြုသနည်း။	Delamanid (Dlm) is a novel anti-TB medication specifically developed for treating multidrug-resistant tuberculosis (MDR-TB) and extensively drug-resistant TB (XDR-TB).	Delamanid (Dlm) သည် ဒီလာမနစ် တီဘီဆေးအသစ်ဖြစ်ပြီး အထူးသဖြင့် ဆေးယဉ်ပါးတီဘီ (MDR-TB) နှင့် ပြင်းထန်ဆေးယဉ်ပါးတီဘီ (XDR-TB) ကုသရန်အတွက် အထူးတီထွင်ထားသော ဆေးဖြစ်ပါသည်။	Drug-resistant TB (MDR-TB)	Myanmar NTP	2017	Novel TB drug with unique mechanism
TB-ABB-008	Define Drug-resistant Tuberculosis (DR-TB).	ဆေးယဉ်ပါးတီဘီရောဂါ (DR-TB) ကို အဓိပ္պာယ်ဖွင့်ဆိုပါ။	DR-TB (Drug-resistant Tuberculosis) refers to tuberculosis caused by Mycobacterium tuberculosis strains that are resistant to one or more anti-TB drugs, making standard treatment ineffective.	DR-TB (ဆေးယဉ်ပါးတီဘီရောဂါ) ဆိုသည်မှာ တီဘီဆေးတစ်မျိုး သို့မဟုတ် တစ်မျိုးထက်ပို၍ ယဉ်ပါးသော Mycobacterium tuberculosis ပိုးမျိုးစိတ်များကြောင့် ဖြစ်ပွားသော တီဘီရောဂါဖြစ်ပြီး ပုံမှန်ကုသမှုများဖြင့် ထိရောက်စွာ ကုသ၍မရနိုင်ပါ။	Drug-resistant TB (MDR-TB)	Myanmar NTP	2017	Includes MDR-TB, XDR-TB, RR-TB
TB-ABB-009	What does FDA stand for in pharmaceutical regulation?	ဆေးဝါးကွပ်ကဲမှုတွင် FDA ဆိုသည်မှာ အဘယ်နည်း။	FDA stands for Food and Drug Administration, the regulatory authority responsible for ensuring the safety, efficacy, and quality of medications and food products.	FDA ဆိုသည်မှာ Food and Drug Administration ဖြစ်ပြီး အစားအသောက်နှင့် ဆေးဝါးများ၏ ဘေးကင်းမှု၊ ထိရောက်မှုနှင့် အရည်အသွေးကို သေချာစေရန် တာဝန်ယူသော ကွပ်ကဲရေးအာဏာပိုင်အဖွဲ့ဖြစ်ပါသည်။	Healthcare worker training	Myanmar NTP	2017	Also refers to Myanmar FDA
TB-ABB-010	What is Gatifloxacin (Gfx) and when is it used?	Gatifloxacin (Gfx) ဆိုသည်မှာ အဘယ်နည်းနှင့် မည်သည့်အခါ သုံးသနည်း။	Gatifloxacin (Gfx) is a fluoroquinolone antibiotic used as a second-line medication for treating drug-resistant tuberculosis, particularly in patients who cannot tolerate other fluoroquinolones.	Gatifloxacin (Gfx) သည် ဂက်တီဖလောက်ဇာစင်ဆေးဖြစ်ပြီး ဖလူရိုကွီနိုလုန်းအုပ်စု ပဋိဇီဝဆေးတစ်မျိုးဖြစ်ကာ ဆေးယဉ်ပါးတီဘီကုသရန်အတွက် ဒုတိယတန်းဆေးအဖြစ် အထူးသဖြင့် အခြား ဖလူရိုကွီနိုလုန်းဆေးများကို မခံနိုင်သော လူနာများတွင် အသုံးပြုပါသည်။	Drug-resistant TB (MDR-TB)	Myanmar NTP	2017	Fluoroquinolone class antibiotic
TB-ABB-011	Explain Multidrug-resistant Tuberculosis (MDR-TB).	Multidrug-resistant Tuberculosis (MDR-TB) ကို ရှင်းပြပါ။	MDR-TB is tuberculosis caused by bacteria resistant to at least both isoniazid (H) and rifampicin (R), the two most powerful first-line anti-TB drugs, requiring complex second-line treatment regimens.	MDR-TB သည် အိုင်ဆိုနာယာဇစ် (H) နှင့် ရီဖင်ပင်စင် (R) ဆေး ၂ မျိုးလုံး (အင်အားအကောင်းဆုံး ပထမတန်းတီဘီဆေးများ) ကို ယဉ်ပါးသော ဘက်တီးရီးယားပိုးကြောင့် ဖြစ်ပွားသော တီဘီရောဂါဖြစ်ပြီး ရှုပ်ထွေးသော ဒုတိယတန်းဆေးကုသမှုများ လိုအပ်ပါသည်။	Treatment guidelines	Myanmar NTP	2017	Requires at least 9-20 months treatment
TB-ABB-012	What is Moxifloxacin (Mfx) and its role in TB treatment?	Moxifloxacin (Mfx) ဆိုသည်မှာ အဘယ်နည်းနှင့် တီဘီကုသမှုတွင် ၎င်း၏ အခန်းကဏ္ဍက အဘယ်နည်း။	Moxifloxacin (Mfx) is a fourth-generation fluoroquinolone antibiotic used as a key component in both drug-susceptible and drug-resistant TB treatment regimens due to its excellent bactericidal activity.	Moxifloxacin (Mfx) သည် မောက်ဇီဖလောက်ဇာစင်ဆေးဖြစ်ပြီး စတုတ္ထမျိုးဆက် ဖလူရိုကွီနိုလုန်းအုပ်စု ပဋိဇီဝဆေးတစ်မျိုးဖြစ်ကာ ပိုးသတ်နိုင်စွမ်း အလွန်ကောင်းမွန်သောကြောင့် ဆေးမယဉ်ပါးတီဘီနှင့် ဆေးယဉ်ပါးတီဘီ နှစ်မျိုးစလုံး၏ ကုသမှုတွင် အဓိကအစိတ်အပိုင်းအဖြစ် အသုံးပြုပါသည်။	Drug-resistant TB (MDR-TB)	Myanmar NTP	2017	Key drug in shorter MDR-TB regimens
TB-ABB-013	What does NTP stand for in tuberculosis programs?	တီဘီအစီအစဉ်များတွင် NTP ဆိုသည်မှာ အဘယ်နည်း။	NTP stands for National Tuberculosis Programme, which is the national-level public health program responsible for TB prevention, diagnosis, treatment, and control activities in a country.	NTP ဆိုသည်မှာ National Tuberculosis Programme ဖြစ်ပြီး တိုင်းပြည်တစ်ခုအတွင်း တီဘီရောဂါကာကွယ်ခြင်း၊ စစ်ဆေးခြင်း၊ ကုသခြင်းနှင့် ထိန်းချုပ်ခြင်းဆိုင်ရာ လုပ်ငန်းများကို တာဝန်ယူသော အမျိုးသားအဆင့် ပြည်သူ့အကျိုးပြုကျန်းမာရေးအစီအစဉ် ဖြစ်ပါသည်။	Healthcare worker training	Myanmar NTP	2017	Oversees all TB control activities
TB-ABB-014	Explain PMDT and its importance.	PMDT နှင့် ၎င်း၏ အရေးပါပုံကို ရှင်းပြပါ။	PMDT stands for Programmatic Management of Drug-resistant Tuberculosis, a comprehensive approach to detect, diagnose, treat, and monitor drug-resistant TB cases within national TB programs.	PMDT ဆိုသည်မှာ Programmatic Management of Drug-resistant Tuberculosis ဖြစ်ပြီး အမျိုးသားတီဘီအစီအစဉ်များအတွင်း ဆေးယဉ်ပါးတီဘီလူနာများကို ရှာဖွေခြင်း၊ စစ်ဆေးခြင်း၊ ကုသခြင်းနှင့် စောင့်ကြည့်ခြင်းတို့ကို ကျယ်ကျယ်ပြန့်ပြန့် ဆောင်ရွက်သော ချဉ်းကပ်မှုတစ်ခု ဖြစ်ပါသည်။	Drug-resistant TB (MDR-TB)	Myanmar NTP	2017	Essential for DR-TB control
